index,date,store_id,sales
1,2024-10-01T08:25:51.109,store_001,4498.16047538945
2,2024-10-02T08:25:51.109,store_001,6802.857225639665
3,2024-10-03T08:25:51.109,store_001,5927.97576724562
4,2024-10-04T08:25:51.109,store_001,5394.6339367881465
5,2024-10-05T08:25:51.109,store_001,3624.074561769746
6,2024-10-06T08:25:51.109,store_001,3623.9780813448106
7,2024-10-07T08:25:51.109,store_001,3232.334448672798
8,2024-10-08T08:25:51.109,store_001,6464.704583099741
9,2024-10-09T08:25:51.109,store_001,5404.460046972836
10,2024-10-10T08:25:51.109,store_001,5832.290311184182
11,2024-10-11T08:25:51.109,store_001,3082.3379771832097
12,2024-10-12T08:25:51.109,store_001,6879.639408647978
13,2024-10-13T08:25:51.109,store_001,6329.770563201687
14,2024-10-14T08:25:51.109,store_001,3849.3564427131046
15,2024-10-15T08:25:51.109,store_001,3727.2998688284024
16,2024-10-16T08:25:51.109,store_001,3733.6180394137355
17,2024-10-17T08:25:51.109,store_001,4216.9689718381505
18,2024-10-18T08:25:51.109,store_001,5099.025726528951
19,2024-10-19T08:25:51.109,store_001,4727.7800745684635
20,2024-10-20T08:25:51.109,store_001,4164.916560792168
21,2024-10-21T08:25:51.109,store_001,5447.411578889518
22,2024-10-22T08:25:51.109,store_001,3557.975442608167
23,2024-10-23T08:25:51.109,store_001,4168.578594140872
24,2024-10-24T08:25:51.109,store_001,4465.447373174767
25,2024-10-25T08:25:51.109,store_001,4824.2799368681435
26,2024-10-26T08:25:51.109,store_001,6140.703845572054
27,2024-10-27T08:25:51.109,store_001,3798.695128633439
28,2024-10-28T08:25:51.109,store_001,5056.937753654447
29,2024-10-29T08:25:51.109,store_001,5369.65827544817
30,2024-10-30T08:25:51.109,store_001,3185.801650879991
31,2024-10-31T08:25:51.109,store_001,5430.179407605754
32,2024-11-01T08:25:51.109,store_001,3682.096494749166
33,2024-11-02T08:25:51.109,store_001,3260.206371941118
34,2024-11-03T08:25:51.109,store_001,6795.542149013333
35,2024-11-04T08:25:51.109,store_001,6862.528132298237
36,2024-11-05T08:25:51.109,store_001,6233.589392465845
37,2024-11-06T08:25:51.109,store_001,4218.455076693483
38,2024-11-07T08:25:51.109,store_001,3390.6884560255353
39,2024-11-08T08:25:51.109,store_001,5736.932106048627
40,2024-11-09T08:25:51.109,store_001,4760.6099749584055
41,2024-11-10T08:25:51.109,store_001,3488.152939379115
42,2024-11-11T08:25:51.109,store_001,4980.707640445081
43,2024-11-12T08:25:51.109,store_001,3137.5540844608736
44,2024-11-13T08:25:51.109,store_001,6637.281608315128
45,2024-11-14T08:25:51.109,store_001,4035.119926400068
46,2024-11-15T08:25:51.109,store_001,5650.089137415927
47,2024-11-16T08:25:51.109,store_001,4246.8443043576435
48,2024-11-17T08:25:51.109,store_001,5080.272084711243
49,2024-11-18T08:25:51.109,store_001,5186.841117373118
50,2024-11-19T08:25:51.109,store_001,3739.4178221021084
51,2024-11-20T08:25:51.109,store_001,6878.338511058235
52,2024-11-21T08:25:51.109,store_001,6100.531293444458
53,2024-11-22T08:25:51.109,store_001,6757.995766256756
54,2024-11-23T08:25:51.109,store_001,6579.309401710596
55,2024-11-24T08:25:51.109,store_001,5391.59991524434
56,2024-11-25T08:25:51.109,store_001,6687.496940092467
57,2024-11-26T08:25:51.109,store_001,3353.970008207678
58,2024-11-27T08:25:51.109,store_001,3783.931449676581
59,2024-11-28T08:25:51.109,store_001,3180.909155642152
60,2024-11-29T08:25:51.109,store_001,4301.321323053057
61,2024-11-30T08:25:51.109,store_001,4554.709158757928
62,2024-12-01T08:25:51.109,store_001,4085.3961270955833
63,2024-12-02T08:25:51.109,store_001,6314.950036607717
64,2024-12-03T08:25:51.109,store_001,4427.013306774357
65,2024-12-04T08:25:51.109,store_001,4123.738038749523
66,2024-12-05T08:25:51.109,store_001,5170.784332632994
67,2024-12-06T08:25:51.109,store_001,3563.6968998990505
68,2024-12-07T08:25:51.109,store_001,6208.787923016159
69,2024-12-08T08:25:51.109,store_001,3298.2025747190833
70,2024-12-09T08:25:51.109,store_001,6947.54774640207
71,2024-12-10T08:25:51.109,store_001,6088.97907718663
72,2024-12-11T08:25:51.109,store_001,3794.8627261366896
73,2024-12-12T08:25:51.109,store_001,3022.0884684944094
74,2024-12-13T08:25:51.109,store_001,6261.845713819337
75,2024-12-14T08:25:51.109,store_001,5827.4293753904685
76,2024-12-15T08:25:51.109,store_001,5916.0286721639495
77,2024-12-16T08:25:51.109,store_001,6085.081386743783
78,2024-12-17T08:25:51.109,store_001,3296.1786069363616
79,2024-12-18T08:25:51.109,store_001,4433.862914177091
80,2024-12-19T08:25:51.109,store_001,3463.476238100519
81,2024-12-20T08:25:51.109,store_001,6452.413703502374
82,2024-12-21T08:25:51.109,store_001,5493.192507310232
83,2024-12-22T08:25:51.109,store_001,4323.592099410596
84,2024-12-23T08:25:51.109,store_001,3254.2334011440944
85,2024-12-24T08:25:51.109,store_001,4243.929286862649
86,2024-12-25T08:25:51.109,store_001,4300.733288106988
87,2024-12-26T08:25:51.109,store_001,5918.424713352257
88,2024-12-27T08:25:51.109,store_001,5550.229885420853
89,2024-12-28T08:25:51.109,store_001,6548.850970305306
90,2024-12-29T08:25:51.109,store_001,4888.859700647798
91,2024-12-30T08:25:51.109,store_001,3478.376983753207
92,2024-12-31T08:25:51.109,store_001,5852.97914889198
93,2025-01-01T08:25:51.109,store_001,6043.14019446759
94,2025-01-02T08:25:51.109,store_001,5245.1087902779855
95,2025-01-03T08:25:51.109,store_001,6083.868719818243
96,2025-01-04T08:25:51.109,store_001,4975.182385457563
97,2025-01-05T08:25:51.109,store_001,5090.931317527977
98,2025-01-06T08:25:51.109,store_001,4710.164073434198
